,county,state,population,male,female,median_age,region,female_percentage,cases,deaths,population_size,death_size,case_size
1176,Niobrara,Wyoming,2448,1088,1360,41.0,West,55.55555555555556,864,12,small population,low deaths,low cases
1177,Noble,Indiana,47451,23844,23607,38.7,Midwest,49.75026869823608,3593,48,small population,low deaths,low cases
1178,Nobles,Minnesota,21839,11236,10603,35.7,Midwest,48.55075781858144,8099,65,small population,low deaths,low cases
1179,Nodaway,Missouri,22547,11225,11322,29.2,Midwest,50.21510622255733,7206,51,small population,low deaths,low cases
1180,Nolan,Texas,14966,7669,7297,38.5,South,48.757182948015505,3539,108,small population,low deaths,low cases
1181,Nome,Alaska,9925,5240,4685,28.1,West,47.20403022670025,7597,7,small population,low deaths,low cases
1182,Norfolk,Massachusetts,698249,335338,362911,40.9,Northeast,51.97443891792183,53875,546,small population,low deaths,low cases
1183,Norman,Minnesota,6559,3324,3235,44.2,Midwest,49.32154291812776,1789,16,small population,low deaths,low cases
1184,North Slope,Alaska,9797,6116,3681,34.8,West,37.57272634479943,5508,17,small population,low deaths,low cases
1185,Northampton,North Carolina,20186,9845,10341,49.0,South,51.22857425938769,2900,78,small population,low deaths,low cases
1186,Northumberland,Pennsylvania,92325,46545,45780,44.4,Northeast,49.58570268074736,2705,47,small population,low deaths,low cases
1187,Northwest Arctic,Alaska,7734,4156,3578,27.2,West,46.26325316783036,5752,22,small population,low deaths,low cases
1188,Norton,Kansas,5486,3036,2450,43.2,Midwest,44.65913233685745,1612,22,small population,low deaths,low cases
1189,Nottoway,Virginia,15500,8403,7097,41.7,South,45.78709677419355,5669,103,small population,low deaths,low cases
1190,Nowata,Oklahoma,10383,5125,5258,42.3,South,50.64046999903689,3210,46,small population,low deaths,low cases
1191,Noxubee,Mississippi,10828,5127,5701,36.4,South,52.65053564831918,3619,52,small population,low deaths,low cases
1192,Nuckolls,Nebraska,4275,2140,2135,49.3,Midwest,49.941520467836256,1097,19,small population,low deaths,low cases
1193,Nueces,Texas,360486,178020,182466,35.3,South,50.61666749887653,119838,1586,small population,medium deaths,medium cases
1194,Nye,Nevada,43705,22243,21462,52.7,West,49.10650955268276,9137,305,small population,low deaths,low cases
1195,O'Brien,Iowa,13911,6962,6949,42.4,Midwest,49.95327438717562,3869,73,small population,low deaths,low cases
1196,Oakland,Michigan,1250843,610771,640072,40.9,Midwest,51.171250108926536,383297,4532,medium population,medium deaths,medium cases
1197,Obion,Tennessee,30520,14647,15873,43.0,South,52.00851900393185,13427,217,small population,low deaths,low cases
1198,Ocean,New Jersey,591939,285371,306568,42.9,Northeast,51.79047165332914,215146,3278,small population,medium deaths,medium cases
1199,Oceana,Michigan,26417,13412,13005,42.7,Midwest,49.22966271718969,7710,105,small population,low deaths,low cases
1200,Ochiltree,Texas,10348,5230,5118,31.6,South,49.45883262466177,2674,50,small population,low deaths,low cases
1201,Oconee,Georgia,37017,18164,18853,40.4,South,50.93065348353459,28999,390,small population,low deaths,low cases
1202,Oconto,Wisconsin,37556,19187,18369,46.5,Midwest,48.91095963361381,13332,134,small population,low deaths,low cases
1203,Ogemaw,Michigan,20928,10480,10448,50.3,Midwest,49.923547400611625,5069,119,small population,low deaths,low cases
1204,Oglala Lakota,South Dakota,14335,6989,7346,25.3,Midwest,51.24520404604116,4969,62,small population,low deaths,low cases
1205,Ogle,Illinois,51328,25614,25714,42.4,Midwest,50.097412718204495,17387,139,small population,low deaths,low cases
1206,Oglethorpe,Georgia,14784,7396,7388,42.1,South,49.972943722943725,3752,65,small population,low deaths,low cases
1207,Ohio,Indiana,5887,2918,2969,47.5,Midwest,50.433157805333785,13845,198,small population,low deaths,low cases
1208,Okaloosa,Florida,200737,101745,98992,36.8,South,49.3142768896616,61768,756,small population,low deaths,low cases
1209,Okanogan,Washington,41638,21061,20577,42.9,West,49.41880013449253,10585,138,small population,low deaths,low cases
1210,Okeechobee,Florida,40572,21866,18706,41.1,South,46.105688652272505,12433,199,small population,low deaths,low cases
1211,Okfuskee,Oklahoma,12115,6486,5629,40.0,South,46.46306231943871,4232,65,small population,low deaths,low cases
1212,Oklahoma,Oklahoma,782051,382760,399291,34.5,South,51.056900381177186,243521,2701,small population,medium deaths,medium cases
1213,Okmulgee,Oklahoma,38889,19160,19729,39.1,South,50.73156933837332,11638,211,small population,low deaths,low cases
1214,Oktibbeha,Mississippi,49481,24863,24618,25.8,South,49.75243022574322,13696,173,small population,low deaths,low cases
1215,Oldham,Kentucky,65374,34328,31046,39.0,South,47.489827760271666,649,6,small population,low deaths,low cases
1216,Oliver,North Dakota,1837,935,902,50.0,Midwest,49.101796407185624,375,5,small population,low deaths,low cases
1217,Olmsted,Minnesota,153065,74836,78229,37.2,Midwest,51.108352660634374,52774,227,small population,low deaths,low cases
1218,Oneida,Idaho,4326,2083,2243,37.9,West,51.84928340268146,10896,151,small population,low deaths,low cases
1219,Onondaga,New York,464242,223995,240247,39.0,Northeast,51.75038018964248,143039,1196,small population,medium deaths,medium cases
1220,Onslow,North Carolina,193912,107681,86231,26.2,South,44.46914064111556,65075,430,small population,low deaths,low cases
1221,Ontario,New York,109472,53704,55768,43.5,Northeast,50.942706810874014,26263,219,small population,low deaths,low cases
1222,Ontonagon,Michigan,5968,3054,2914,58.1,Midwest,48.82707774798928,1335,45,small population,low deaths,low cases
1223,Orange,California,3164182,1562429,1601753,37.8,West,50.62139282759336,9172,109,large population,low deaths,low cases
1224,Orangeburg,South Carolina,88454,41524,46930,39.6,South,53.0558256268795,29608,454,small population,low deaths,low cases
1225,Oregon,Missouri,10699,5376,5323,46.8,Midwest,49.75231330030845,2421,41,small population,low deaths,low cases
1226,Orleans,Louisiana,389648,185377,204271,36.3,South,52.42449595532378,7152,49,small population,low deaths,low cases
1227,Osage,Kansas,15882,7968,7914,43.6,Midwest,49.82999622213827,13802,186,small population,low deaths,low cases
1228,Osborne,Kansas,3603,1807,1796,46.7,Midwest,49.8473494310297,1011,21,small population,low deaths,low cases
1229,Osceola,Florida,338619,166820,171799,35.8,South,50.735192059512315,5982,98,small population,low deaths,low cases
1230,Oscoda,Michigan,8277,4251,4026,52.1,Midwest,48.64081188836535,1692,61,small population,low deaths,low cases
1231,Oswego,New York,119104,59648,59456,40.0,Northeast,49.91939817302525,34780,237,small population,low deaths,low cases
1232,Otero,Colorado,18325,8872,9453,40.2,West,51.58526603001364,17078,228,small population,low deaths,low cases
1233,Otoe,Nebraska,15896,7742,8154,41.5,Midwest,51.29592350276799,3865,29,small population,low deaths,low cases
1234,Otsego,Michigan,24397,12061,12336,44.7,Midwest,50.563593884494,13365,108,small population,low deaths,low cases
1235,Ottawa,Kansas,5902,3043,2859,42.6,Midwest,48.44120637072179,11598,135,small population,low deaths,low cases
1236,Otter Tail,Minnesota,57992,29263,28729,46.7,Midwest,49.539591667816254,16252,189,small population,low deaths,low cases
1237,Ouachita,Arkansas,24106,11327,12779,42.3,South,53.011698332365384,64611,863,small population,low deaths,low cases
1238,Ouray,Colorado,4722,2312,2410,53.0,West,51.03769589157137,1114,6,small population,low deaths,low cases
1239,Outagamie,Wisconsin,184754,92241,92513,37.9,Midwest,50.07361139677625,64455,449,small population,low deaths,low cases
1240,Overton,Tennessee,22004,10857,11147,42.9,South,50.65897109616433,8652,134,small population,low deaths,low cases
1241,Owen,Indiana,20878,10628,10250,44.9,Midwest,49.09474087556279,3122,40,small population,low deaths,low cases
1242,Owsley,Kentucky,4463,1947,2516,42.5,South,56.3746358951378,2091,33,small population,low deaths,low cases
1243,Owyhee,Idaho,11455,5874,5581,38.4,West,48.72108249672632,2598,56,small population,low deaths,low cases
1244,Oxford,Maine,57325,28316,29009,46.6,Northeast,50.60444832097689,14433,177,small population,low deaths,low cases
1245,Ozark,Missouri,9236,4592,4644,51.3,Midwest,50.281507145950634,2033,66,small population,low deaths,low cases
1246,Ozaukee,Wisconsin,88284,43342,44942,43.9,Midwest,50.90616646277921,27760,211,small population,low deaths,low cases
1247,Pacific,Washington,21281,10640,10641,53.1,West,50.00234951365068,4840,78,small population,low deaths,low cases
1248,Page,Iowa,15363,7922,7441,44.0,Midwest,48.43455054351364,7035,133,small population,low deaths,low cases
1249,Palm Beach,Florida,1446277,701207,745070,44.6,South,51.516410756722266,477750,5904,medium population,high deaths,medium cases
1250,Palo Alto,Iowa,9055,4512,4543,41.8,Midwest,50.17117614577582,2397,41,small population,low deaths,low cases
1251,Palo Pinto,Texas,28317,13987,14330,40.5,South,50.605643253169475,8019,158,small population,low deaths,low cases
1252,Pamlico,North Carolina,12742,6563,6179,52.1,South,48.49317218646994,3459,37,small population,low deaths,low cases
1253,Panola,Mississippi,34243,16549,17694,37.8,South,51.671874543702366,5756,137,small population,low deaths,low cases
1254,Park,Colorado,17392,9172,8220,50.6,West,47.26310947562097,7691,153,small population,low deaths,low cases
1255,Parke,Indiana,16996,8211,8785,41.8,Midwest,51.688632619439865,4328,52,small population,low deaths,low cases
1256,Parker,Texas,129802,64448,65354,39.7,South,50.3489930817707,40274,491,small population,low deaths,low cases
1257,Parmer,Texas,9852,5059,4793,33.9,South,48.65002030044661,2679,54,small population,low deaths,low cases
1258,Pasco,Florida,510593,248572,262021,44.6,South,51.316998078704565,158519,2229,small population,medium deaths,medium cases
1259,Pasquotank,North Carolina,39479,19146,20333,38.2,South,51.50333088477418,10654,135,small population,low deaths,low cases
1260,Passaic,New Jersey,504041,245463,258578,37.0,Northeast,51.30098543570861,192908,2457,small population,medium deaths,medium cases
1261,Patrick,Virginia,17859,8896,8963,49.6,South,50.18758049162887,4961,123,small population,low deaths,low cases
1262,Paulding,Georgia,155840,76195,79645,35.8,South,51.1069045174538,5532,78,small population,low deaths,low cases
1263,Pawnee,Kansas,6709,3769,2940,45.7,Midwest,43.82173200178865,5031,87,small population,low deaths,low cases
1264,Payette,Idaho,23041,11470,11571,39.9,West,50.21917451499501,6713,92,small population,low deaths,low cases
1265,Payne,Oklahoma,81512,41891,39621,27.1,South,48.607566984002354,23069,192,small population,low deaths,low cases
1266,Peach,Georgia,26966,12952,14014,36.9,South,51.9691463324186,7937,151,small population,low deaths,low cases
1267,Pearl River,Mississippi,55149,27263,27886,40.9,South,50.56483345119586,17764,289,small population,low deaths,low cases
1268,Pecos,Texas,15797,9010,6787,35.9,South,42.96385389630943,3630,72,small population,low deaths,low cases
1269,Pembina,North Dakota,7016,3649,3367,47.9,Midwest,47.990307867730905,2380,16,small population,low deaths,low cases
1270,Pemiscot,Missouri,17031,8022,9009,37.8,Midwest,52.8976572133169,3774,88,small population,low deaths,low cases
1271,Pend Oreille,Washington,13219,6694,6525,50.6,West,49.36076859066495,2970,44,small population,low deaths,low cases
1272,Pender,North Carolina,59020,29239,29781,42.9,South,50.45916638427652,18710,152,small population,low deaths,low cases
1273,Pendleton,Kentucky,14520,7360,7160,41.1,South,49.311294765840216,2350,24,small population,low deaths,low cases
1274,Pennington,Minnesota,14184,7054,7130,39.8,Midwest,50.26790750141003,38732,377,small population,low deaths,low cases
1275,Penobscot,Maine,151748,75196,76552,42.1,Northeast,50.44679336795214,37117,390,small population,low deaths,low cases
1276,Peoria,Illinois,184463,89387,95076,37.2,Midwest,51.54204366187257,59429,575,small population,low deaths,low cases
1277,Pepin,Wisconsin,7262,3696,3566,46.3,Midwest,49.104929771412834,2297,20,small population,low deaths,low cases
1278,Perkins,Nebraska,2907,1499,1408,42.7,Midwest,48.43481252149983,802,19,small population,low deaths,low cases
1279,Perquimans,North Carolina,13459,6493,6966,49.6,South,51.75718849840255,3549,26,small population,low deaths,low cases
1280,Perry,Alabama,9486,4436,5050,37.7,South,53.23634830276196,2797,60,small population,low deaths,low cases
1281,Pershing,Nevada,6611,4286,2325,43.4,West,35.1686582967781,2358,32,small population,low deaths,low cases
1282,Person,North Carolina,39305,18989,20316,43.2,South,51.68808039689608,12152,118,small population,low deaths,low cases
1283,Petersburg,Alaska,3255,1649,1606,41.0,West,49.3394777265745,10197,153,small population,low deaths,low cases
1284,Petroleum,Montana,432,229,203,52.1,West,46.99074074074074,43,1,small population,low deaths,low cases
1285,Pettis,Missouri,42371,20918,21453,37.9,Midwest,50.631328030964575,14892,191,small population,low deaths,low cases
1286,Phelps,Missouri,44789,23541,21248,35.2,Midwest,47.440219696800554,2746,26,small population,low deaths,low cases
1287,Philadelphia,Pennsylvania,1575522,745543,829979,34.3,Northeast,52.6796198339344,392981,5517,medium population,high deaths,medium cases
1288,Phillips,Arkansas,19034,9006,10028,38.5,South,52.684669538720186,1143,30,small population,low deaths,low cases
1289,Piatt,Illinois,16427,8080,8347,43.0,Midwest,50.812686430876,5550,23,small population,low deaths,low cases
1290,Pickaway,Ohio,57420,30202,27218,39.4,Midwest,47.40160222918844,21158,241,small population,low deaths,low cases
1291,Pickens,Alabama,20298,9708,10590,42.4,South,52.17262784510789,54520,686,small population,low deaths,low cases
1292,Pickett,Tennessee,5088,2575,2513,49.7,South,49.39072327044025,2189,39,small population,low deaths,low cases
1293,Pierce,Georgia,19164,9639,9525,39.4,South,49.70256731371322,13485,78,small population,low deaths,low cases
1294,Pike,Alabama,33403,16027,17376,30.8,South,52.01927970541568,13338,112,small population,low deaths,low cases
1295,Pima,Arizona,1019722,501879,517843,38.3,West,50.78276236072185,315154,4292,medium population,medium deaths,medium cases
1296,Pinal,Arizona,419721,219048,200673,38.9,West,47.81104590906817,156407,1813,small population,medium deaths,medium cases
1297,Pine,Minnesota,29129,15648,13481,44.5,Midwest,46.28033918088503,8535,75,small population,low deaths,low cases
1298,Pinellas,Florida,957875,459766,498109,47.8,South,52.00146156857628,274850,3975,small population,medium deaths,medium cases
1299,Pipestone,Minnesota,9185,4441,4744,42.2,Midwest,51.649428415895486,2366,37,small population,low deaths,low cases
1300,Piscataquis,Maine,16887,8440,8447,51.0,Northeast,50.02072600225025,3895,45,small population,low deaths,low cases
1301,Pitkin,Colorado,17909,9408,8501,42.0,West,47.467753643419506,8066,9,small population,low deaths,low cases
1302,Pitt,North Carolina,177372,83620,93752,32.2,South,52.85614414902013,66787,287,small population,low deaths,low cases
1303,Pittsburg,Oklahoma,44382,22583,21799,40.6,South,49.11675904646028,13771,231,small population,low deaths,low cases
1304,Pittsylvania,Virginia,61676,30241,31435,46.7,South,50.967961605811006,19052,249,small population,low deaths,low cases
